# CSV generated from:L
# https://static-content.springer.com/esm/art%3A10.1038%2Fs41467-018-04647-1/MediaObjects/41467_2018_4647_MOESM4_ESM.xlsx
# Supplementary Data 1. Experimentally identified gold standard SL interactions,,,,,,
# ,,,,,,
gene1,gene2,gene1 perturbation,gene2 perturbation,PMID,cancer type tested,SL
KRAS,TOB1,mut,shRNA,24104479,COAD,1
KRAS,A2M,mut,shRNA,24104479,COAD,0
KRAS,PGBD4,mut,shRNA,24104479,COAD,0
KRAS,RNF130,mut,shRNA,24104479,COAD,0
KRAS,NFATC2,mut,shRNA,24104479,COAD,0
KRAS,CCDC68,mut,shRNA,24104479,COAD,0
KRAS,RAB11FIP4,mut,shRNA,24104479,COAD,0
KRAS,WBP1,mut,shRNA,24104479,COAD,0
KRAS,CCDC27,mut,shRNA,24104479,COAD,0
KRAS,DYDC2,mut,shRNA,24104479,COAD,0
KRAS,RAPGEF2,mut,shRNA,24104479,COAD,0
KRAS,MXI1,mut,shRNA,24104479,COAD,0
KRAS,CYB561,mut,shRNA,24104479,COAD,0
KRAS,DEPDC1,mut,shRNA,24104479,COAD,0
KRAS,AP1B1,mut,shRNA,24104479,COAD,0
KRAS,TEX11,mut,shRNA,24104479,COAD,0
KRAS,LINGO1,mut,shRNA,24104479,COAD,0
KRAS,CUL5,mut,shRNA,24104479,COAD,0
KRAS,ZNF382,mut,shRNA,24104479,COAD,0
KRAS,YAP1,mut,shRNA,24104479,COAD,0
KRAS,SHOX2,mut,shRNA,24104479,COAD,0
KRAS,P2RX6,mut,shRNA,24104479,COAD,0
KRAS,CLDN19,mut,shRNA,24104479,COAD,0
KRAS,UFD1L,mut,shRNA,24104479,COAD,0
KRAS,TM9SF3,mut,shRNA,24104479,COAD,0
KRAS,C1QTNF3,mut,shRNA,24104479,COAD,0
KRAS,USH2A,mut,shRNA,24104479,COAD,0
KRAS,SRP72,mut,shRNA,24104479,COAD,0
KRAS,GCH1,mut,shRNA,24104479,COAD,0
KRAS,MPG,mut,shRNA,24104479,COAD,0
KRAS,SLC9A3R1,mut,shRNA,24104479,COAD,0
KRAS,JUP,mut,shRNA,24104479,COAD,0
KRAS,CYP4Z1,mut,shRNA,24104479,COAD,0
KRAS,VN1R2,mut,shRNA,24104479,COAD,0
KRAS,KLK9,mut,shRNA,24104479,COAD,0
KRAS,BAIAP2L2,mut,shRNA,24104479,COAD,0
KRAS,CDON,mut,shRNA,24104479,COAD,0
KRAS,CCDC132,mut,shRNA,24104479,COAD,0
KRAS,GRPEL2,mut,shRNA,24104479,COAD,0
KRAS,CDO1,mut,shRNA,24104479,COAD,0
KRAS,QSOX1,mut,shRNA,24104479,COAD,0
KRAS,CCDC148,mut,shRNA,24104479,COAD,0
KRAS,SH2D3A,mut,shRNA,24104479,COAD,0
KRAS,ECM1,mut,shRNA,24104479,COAD,0
KRAS,C14orf102,mut,shRNA,24104479,COAD,0
KRAS,RASSF5,mut,shRNA,24104479,COAD,0
KRAS,PCGF5,mut,shRNA,24104479,COAD,0
KRAS,ARHGAP29,mut,shRNA,24104479,COAD,0
KRAS,TMIGD2,mut,shRNA,24104479,COAD,0
KRAS,FFAR2,mut,shRNA,24104479,COAD,0
KRAS,BAI2,mut,shRNA,24104479,COAD,0
KRAS,FAM81A,mut,shRNA,24104479,COAD,0
KRAS,WRAP53,mut,shRNA,24104479,COAD,0
KRAS,ITPR1,mut,shRNA,24104479,COAD,0
KRAS,NRG1,mut,shRNA,24104479,COAD,0
KRAS,STRN4,mut,shRNA,24104479,COAD,0
KRAS,UBP1,mut,shRNA,24104479,COAD,0
KRAS,RNF148,mut,shRNA,24104479,COAD,0
KRAS,CX3CL1,mut,shRNA,24104479,COAD,0
KRAS,ELOVL4,mut,shRNA,24104479,COAD,0
KRAS,GFRAL,mut,shRNA,24104479,COAD,0
KRAS,L2HGDH,mut,shRNA,24104479,COAD,0
KRAS,KIF20B,mut,shRNA,24104479,COAD,0
KRAS,CH25H,mut,shRNA,24104479,COAD,0
KRAS,ADAMTS19,mut,shRNA,24104479,COAD,0
KRAS,ARHGEF11,mut,shRNA,24104479,COAD,0
KRAS,NPSR1,mut,shRNA,24104479,COAD,0
KRAS,SLC6A4,mut,shRNA,24104479,COAD,0
KRAS,DNAL1,mut,shRNA,24104479,COAD,0
KRAS,DGKE,mut,shRNA,24104479,COAD,0
KRAS,SRBD1,mut,shRNA,24104479,COAD,0
KRAS,PLSCR2,mut,shRNA,24104479,COAD,0
KRAS,TCL1B,mut,shRNA,24104479,COAD,0
KRAS,IQUB,mut,shRNA,24104479,COAD,0
KRAS,SEMA3E,mut,shRNA,24104479,COAD,0
KRAS,NSUN3,mut,shRNA,24104479,COAD,0
KRAS,ARHGEF4,mut,shRNA,24104479,COAD,0
KRAS,AGBL4,mut,shRNA,24104479,COAD,0
KRAS,MUT,mut,shRNA,24104479,COAD,0
KRAS,VRK1,mut,shRNA,24104479,COAD,0
KRAS,ZRANB2,mut,shRNA,24104479,COAD,0
KRAS,TRMT61B,mut,shRNA,24104479,COAD,0
KRAS,APOBEC3G,mut,shRNA,24104479,COAD,0
KRAS,SYP,mut,shRNA,24104479,COAD,0
KRAS,RAB31,mut,shRNA,24104479,COAD,0
KRAS,TMEM70,mut,shRNA,24104479,COAD,0
KRAS,STK40,mut,shRNA,24104479,COAD,0
KRAS,PAPOLB,mut,shRNA,24104479,COAD,0
KRAS,MCAM,mut,shRNA,24104479,COAD,0
KRAS,ZNF649,mut,shRNA,24104479,COAD,0
KRAS,FOXC1,mut,shRNA,24104479,COAD,0
KRAS,EPN2,mut,shRNA,24104479,COAD,0
KRAS,TRIM43,mut,shRNA,24104479,COAD,0
KRAS,FMOD,mut,shRNA,24104479,COAD,0
KRAS,HIVEP2,mut,shRNA,24104479,COAD,1
KRAS,ZNF746,mut,shRNA,24104479,COAD,0
KRAS,LPHN3,mut,shRNA,24104479,COAD,0
KRAS,GJB3,mut,shRNA,24104479,COAD,0
KRAS,9-Sep,mut,shRNA,24104479,COAD,0
KRAS,CASS4,mut,shRNA,24104479,COAD,0
KRAS,TTLL1,mut,shRNA,24104479,COAD,0
KRAS,CCKAR,mut,shRNA,24104479,COAD,0
KRAS,OR2C3,mut,shRNA,24104479,COAD,0
KRAS,HMG20A,mut,shRNA,24104479,COAD,0
KRAS,ZNF564,mut,shRNA,24104479,COAD,0
KRAS,MXD1,mut,shRNA,24104479,COAD,0
KRAS,PGBD2,mut,shRNA,24104479,COAD,0
KRAS,SLC2A9,mut,shRNA,24104479,COAD,0
KRAS,TMEFF2,mut,shRNA,24104479,COAD,0
KRAS,COX4I2,mut,shRNA,24104479,COAD,0
KRAS,ANKRD40,mut,shRNA,24104479,COAD,0
KRAS,FAM124B,mut,shRNA,24104479,COAD,0
KRAS,GZMK,mut,shRNA,24104479,COAD,0
KRAS,AURKC,mut,shRNA,24104479,COAD,0
KRAS,ABCA12,mut,shRNA,24104479,COAD,0
KRAS,PGBD1,mut,shRNA,24104479,COAD,0
KRAS,SPOPL,mut,shRNA,24104479,COAD,0
KRAS,DNASE1,mut,shRNA,24104479,COAD,0
KRAS,ABCB11,mut,shRNA,24104479,COAD,0
KRAS,POGK,mut,shRNA,24104479,COAD,0
KRAS,NUMA1,mut,shRNA,24104479,COAD,0
KRAS,ST8SIA2,mut,shRNA,24104479,COAD,0
KRAS,CHRM4,mut,shRNA,24104479,COAD,0
KRAS,TBC1D9B,mut,shRNA,24104479,COAD,0
KRAS,CSMD3,mut,shRNA,24104479,COAD,0
KRAS,IGSF10,mut,shRNA,24104479,COAD,0
KRAS,CSHL1,mut,shRNA,24104479,COAD,0
KRAS,VAPA,mut,shRNA,24104479,COAD,0
KRAS,C16orf73,mut,shRNA,24104479,COAD,0
KRAS,PRR16,mut,shRNA,24104479,COAD,0
KRAS,ZBTB1,mut,shRNA,24104479,COAD,0
KRAS,AP2A2,mut,shRNA,24104479,COAD,0
KRAS,CEP78,mut,shRNA,24104479,COAD,0
KRAS,P2RX7,mut,shRNA,24104479,COAD,0
KRAS,HTRA1,mut,shRNA,24104479,COAD,0
KRAS,OR2T1,mut,shRNA,24104479,COAD,0
KRAS,PRTG,mut,shRNA,24104479,COAD,0
KRAS,STS,mut,shRNA,24104479,COAD,0
KRAS,OR1E2,mut,shRNA,24104479,COAD,0
KRAS,ABCB9,mut,shRNA,24104479,COAD,0
KRAS,ERF,mut,shRNA,24104479,COAD,0
KRAS,RIPK2,mut,shRNA,24104479,COAD,0
KRAS,EIF5B,mut,shRNA,24104479,COAD,0
KRAS,MOSPD1,mut,shRNA,24104479,COAD,0
KRAS,OR1F1,mut,shRNA,24104479,COAD,0
KRAS,TM7SF4,mut,shRNA,24104479,COAD,0
KRAS,EMX1,mut,shRNA,24104479,COAD,0
KRAS,CHRM1,mut,shRNA,24104479,COAD,0
KRAS,POMZP3,mut,shRNA,24104479,COAD,0
KRAS,PPP4R2,mut,shRNA,24104479,COAD,0
KRAS,TRO,mut,shRNA,24104479,COAD,0
KRAS,UBQLN4,mut,shRNA,24104479,COAD,0
KRAS,SYK,mut,shRNA,24104479,COAD,0
KRAS,SMCR8,mut,shRNA,24104479,COAD,0
KRAS,FBXL3,mut,shRNA,24104479,COAD,0
KRAS,RALYL,mut,shRNA,24104479,COAD,0
KRAS,MTMR9,mut,shRNA,24104479,COAD,0
KRAS,FGF21,mut,shRNA,24104479,COAD,0
KRAS,RIPK3,mut,shRNA,24104479,COAD,0
KRAS,LILRA2,mut,shRNA,24104479,COAD,0
KRAS,RANGRF,mut,shRNA,24104479,COAD,0
KRAS,C5orf22,mut,shRNA,24104479,COAD,0
KRAS,DNAJC8,mut,shRNA,24104479,COAD,0
KRAS,DUS3L,mut,shRNA,24104479,COAD,0
KRAS,AIFM1,mut,shRNA,24104479,COAD,0
KRAS,GP1BA,mut,shRNA,24104479,COAD,0
KRAS,C17orf66,mut,shRNA,24104479,COAD,0
KRAS,SETD2,mut,shRNA,24104479,COAD,0
KRAS,COG2,mut,shRNA,24104479,COAD,0
KRAS,TAF6,mut,shRNA,24104479,COAD,0
KRAS,SHANK1,mut,shRNA,24104479,COAD,0
KRAS,HSD17B7P2,mut,shRNA,24104479,COAD,0
KRAS,ST7,mut,shRNA,24104479,COAD,0
KRAS,KIAA0494,mut,shRNA,24104479,COAD,0
KRAS,CYLD,mut,shRNA,24104479,COAD,0
KRAS,CRTAM,mut,shRNA,24104479,COAD,0
KRAS,C7orf46,mut,shRNA,24104479,COAD,0
KRAS,SSPN,mut,shRNA,24104479,COAD,0
KRAS,IL17F,mut,shRNA,24104479,COAD,0
KRAS,SYNE2,mut,shRNA,24104479,COAD,0
KRAS,HOXA1,mut,shRNA,24104479,COAD,0
KRAS,MAEL,mut,shRNA,24104479,COAD,0
KRAS,ACP6,mut,shRNA,24104479,COAD,0
KRAS,DLGAP4,mut,shRNA,24104479,COAD,0
KRAS,APOBEC4,mut,shRNA,24104479,COAD,0
KRAS,GAGE2C,mut,shRNA,24104479,COAD,0
KRAS,SPON2,mut,shRNA,24104479,COAD,0
KRAS,ZFHX3,mut,shRNA,24104479,COAD,0
KRAS,FOXI3,mut,shRNA,24104479,COAD,0
KRAS,C6orf168,mut,shRNA,24104479,COAD,0
KRAS,CLASP1,mut,shRNA,24104479,COAD,0
KRAS,GJA8,mut,shRNA,24104479,COAD,0
KRAS,NALCN,mut,shRNA,24104479,COAD,0
KRAS,PPM1F,mut,shRNA,24104479,COAD,0
KRAS,MARK3,mut,shRNA,24104479,COAD,0
KRAS,SLC36A2,mut,shRNA,24104479,COAD,0
KRAS,SIRPD,mut,shRNA,24104479,COAD,0
KRAS,SLC6A17,mut,shRNA,24104479,COAD,0
KRAS,GPR183,mut,shRNA,24104479,COAD,0
KRAS,ZEB1,mut,shRNA,24104479,COAD,0
KRAS,MAPK13,mut,shRNA,24104479,COAD,0
KRAS,MYOC,mut,shRNA,24104479,COAD,0
KRAS,BAG5,mut,shRNA,24104479,COAD,0
KRAS,IL34,mut,shRNA,24104479,COAD,0
KRAS,BIK,mut,shRNA,24104479,COAD,0
KRAS,MYF6,mut,shRNA,24104479,COAD,0
KRAS,GALNT8,mut,shRNA,24104479,COAD,0
KRAS,SPTB,mut,shRNA,24104479,COAD,0
KRAS,OR5T1,mut,shRNA,24104479,COAD,0
KRAS,ORMDL3,mut,shRNA,24104479,COAD,0
KRAS,ABTB1,mut,shRNA,24104479,COAD,0
KRAS,MEP1B,mut,shRNA,24104479,COAD,0
KRAS,OLAH,mut,shRNA,24104479,COAD,0
KRAS,ZNF417,mut,shRNA,24104479,COAD,0
KRAS,DDX55,mut,shRNA,24104479,COAD,0
KRAS,SLC25A45,mut,shRNA,24104479,COAD,0
KRAS,GALNT13,mut,shRNA,24104479,COAD,0
KRAS,GATS,mut,shRNA,24104479,COAD,0
KRAS,MCOLN3,mut,shRNA,24104479,COAD,0
KRAS,OASL,mut,shRNA,24104479,COAD,0
KRAS,PARP2,mut,shRNA,24104479,COAD,0
KRAS,TNPO2,mut,shRNA,24104479,COAD,0
KRAS,C1orf116,mut,shRNA,24104479,COAD,0
KRAS,EFHB,mut,shRNA,24104479,COAD,0
KRAS,NKAP,mut,shRNA,24104479,COAD,0
KRAS,L3MBTL,mut,shRNA,24104479,COAD,0
KRAS,LDHD,mut,shRNA,24104479,COAD,0
KRAS,NFKBIL2,mut,shRNA,24104479,COAD,0
KRAS,LIMA1,mut,shRNA,24104479,COAD,0
KRAS,DNASE2,mut,shRNA,24104479,COAD,0
KRAS,STEAP2,mut,shRNA,24104479,COAD,0
KRAS,CLCN2,mut,shRNA,24104479,COAD,0
KRAS,NIPAL2,mut,shRNA,24104479,COAD,0
KRAS,GSTA4,mut,shRNA,24104479,COAD,0
KRAS,COL4A3,mut,shRNA,24104479,COAD,0
KRAS,SULT1A1,mut,shRNA,24104479,COAD,0
KRAS,BEND6,mut,shRNA,24104479,COAD,0
KRAS,SEC23A,mut,shRNA,24104479,COAD,0
KRAS,KRT34,mut,shRNA,24104479,COAD,0
KRAS,OSM,mut,shRNA,24104479,COAD,0
KRAS,CAMK2B,mut,shRNA,24104479,COAD,0
KRAS,ZMYND15,mut,shRNA,24104479,COAD,0
KRAS,ABI3,mut,shRNA,24104479,COAD,0
KRAS,HERC2,mut,shRNA,24104479,COAD,0
KRAS,TKTL1,mut,shRNA,24104479,COAD,0
KRAS,HIST1H4A,mut,shRNA,24104479,COAD,0
KRAS,TOE1,mut,shRNA,24104479,COAD,0
KRAS,ASXL1,mut,shRNA,24104479,COAD,0
KRAS,XPNPEP1,mut,shRNA,24104479,COAD,0
KRAS,TRERF1,mut,shRNA,24104479,COAD,0
KRAS,CAPZA3,mut,shRNA,24104479,COAD,0
KRAS,GOLM1,mut,shRNA,24104479,COAD,0
KRAS,FAM135B,mut,shRNA,24104479,COAD,0
KRAS,CDK5RAP3,mut,shRNA,24104479,COAD,0
KRAS,PHIP,mut,shRNA,24104479,COAD,0
KRAS,STK32C,mut,shRNA,24104479,COAD,0
KRAS,KLHL30,mut,shRNA,24104479,COAD,0
KRAS,MDP1,mut,shRNA,24104479,COAD,0
KRAS,PPFIBP1,mut,shRNA,24104479,COAD,0
KRAS,B3GNT7,mut,shRNA,24104479,COAD,0
KRAS,PIM2,mut,shRNA,24104479,COAD,0
KRAS,SH3RF1,mut,shRNA,24104479,COAD,0
KRAS,TEKT2,mut,shRNA,24104479,COAD,0
KRAS,ATOX1,mut,shRNA,24104479,COAD,0
KRAS,PDE2A,mut,shRNA,24104479,COAD,0
KRAS,GRAMD3,mut,shRNA,24104479,COAD,0
KRAS,CTSL3,mut,shRNA,24104479,COAD,0
KRAS,EXD3,mut,shRNA,24104479,COAD,0
KRAS,PPP2R4,mut,shRNA,24104479,COAD,0
KRAS,BEND5,mut,shRNA,24104479,COAD,0
KRAS,EXOC2,mut,shRNA,24104479,COAD,0
KRAS,XRCC4,mut,shRNA,24104479,COAD,0
KRAS,SLCO6A1,mut,shRNA,24104479,COAD,0
KRAS,RREB1,mut,shRNA,24104479,COAD,0
KRAS,PCBP2,mut,shRNA,24104479,COAD,0
KRAS,BTNL8,mut,shRNA,24104479,COAD,0
KRAS,CFH,mut,shRNA,24104479,COAD,0
KRAS,SAE1,mut,shRNA,24104479,COAD,0
KRAS,FTL,mut,shRNA,24104479,COAD,0
KRAS,EGR3,mut,shRNA,24104479,COAD,0
KRAS,CNTLN,mut,shRNA,24104479,COAD,0
KRAS,SEMA3F,mut,shRNA,24104479,COAD,0
KRAS,UBXN8,mut,shRNA,24104479,COAD,0
KRAS,LAMP1,mut,shRNA,24104479,COAD,0
KRAS,GEM,mut,shRNA,24104479,COAD,1
KRAS,GTPBP8,mut,shRNA,24104479,COAD,0
KRAS,BAZ1B,mut,shRNA,24104479,COAD,0
KRAS,ZNF462,mut,shRNA,24104479,COAD,0
KRAS,SLAMF9,mut,shRNA,24104479,COAD,0
KRAS,BRMS1,mut,shRNA,24104479,COAD,0
KRAS,MDM4,mut,shRNA,24104479,COAD,0
KRAS,FAM126A,mut,shRNA,24104479,COAD,0
KRAS,SIT1,mut,shRNA,24104479,COAD,0
KRAS,TBX20,mut,shRNA,24104479,COAD,0
KRAS,KCNA1,mut,shRNA,24104479,COAD,0
KRAS,OR1A2,mut,shRNA,24104479,COAD,0
KRAS,KNG1,mut,shRNA,24104479,COAD,0
KRAS,LPL,mut,shRNA,24104479,COAD,0
KRAS,CCDC28A,mut,shRNA,24104479,COAD,0
KRAS,IFIT1,mut,shRNA,24104479,COAD,0
KRAS,ZMAT5,mut,shRNA,24104479,COAD,0
KRAS,EIF4EBP3,mut,shRNA,24104479,COAD,0
KRAS,DNAJC10,mut,shRNA,24104479,COAD,0
KRAS,FAM190B,mut,shRNA,24104479,COAD,0
KRAS,ZNRF4,mut,shRNA,24104479,COAD,0
KRAS,WDR44,mut,shRNA,24104479,COAD,0
KRAS,RAB6A,mut,shRNA,24104479,COAD,0
KRAS,CYP11B1,mut,shRNA,24104479,COAD,0
KRAS,ME3,mut,shRNA,24104479,COAD,0
KRAS,SIX5,mut,shRNA,24104479,COAD,0
KRAS,NUCB2,mut,shRNA,24104479,COAD,0
KRAS,GLIPR1,mut,shRNA,24104479,COAD,0
KRAS,MKNK1,mut,shRNA,24104479,COAD,0
KRAS,TPM2,mut,shRNA,24104479,COAD,0
KRAS,HIST1H2AH,mut,shRNA,24104479,COAD,0
KRAS,CROT,mut,shRNA,24104479,COAD,0
KRAS,AGBL2,mut,shRNA,24104479,COAD,0
KRAS,CARS2,mut,shRNA,24104479,COAD,0
KRAS,C1D,mut,shRNA,24104479,COAD,0
KRAS,SAP30L,mut,shRNA,24104479,COAD,0
KRAS,CIRBP,mut,shRNA,24104479,COAD,0
KRAS,SLC26A11,mut,shRNA,24104479,COAD,0
KRAS,WDR77,mut,shRNA,24104479,COAD,0
KRAS,ELFN2,mut,shRNA,24104479,COAD,0
KRAS,GPR116,mut,shRNA,24104479,COAD,0
KRAS,PCMTD1,mut,shRNA,24104479,COAD,0
KRAS,MINPP1,mut,shRNA,24104479,COAD,0
KRAS,DMXL1,mut,shRNA,24104479,COAD,0
KRAS,ANKMY2,mut,shRNA,24104479,COAD,0
KRAS,TXNDC3,mut,shRNA,24104479,COAD,0
KRAS,FBXL16,mut,shRNA,24104479,COAD,0
KRAS,MRPL22,mut,shRNA,24104479,COAD,0
KRAS,THAP8,mut,shRNA,24104479,COAD,0
KRAS,VPS26B,mut,shRNA,24104479,COAD,0
KRAS,KCNC2,mut,shRNA,24104479,COAD,0
KRAS,AP3B1,mut,shRNA,24104479,COAD,0
KRAS,ST6GALNAC4,mut,shRNA,24104479,COAD,0
KRAS,KCNMB2,mut,shRNA,24104479,COAD,0
KRAS,ACSL4,mut,shRNA,24104479,COAD,0
KRAS,EIF4E3,mut,shRNA,24104479,COAD,0
KRAS,KDM5A,mut,shRNA,24104479,COAD,0
KRAS,MYOZ2,mut,shRNA,24104479,COAD,0
KRAS,WNT5B,mut,shRNA,24104479,COAD,0
KRAS,STAT3,mut,shRNA,24104479,COAD,0
KRAS,ZBTB40,mut,shRNA,24104479,COAD,0
KRAS,SLC7A6OS,mut,shRNA,24104479,COAD,0
KRAS,CNBP,mut,shRNA,24104479,COAD,0
KRAS,PCP4,mut,shRNA,24104479,COAD,0
KRAS,VPS37B,mut,shRNA,24104479,COAD,0
KRAS,IMPAD1,mut,shRNA,24104479,COAD,0
KRAS,WNK1,mut,shRNA,24104479,COAD,0
KRAS,SLC5A2,mut,shRNA,24104479,COAD,0
KRAS,ANO5,mut,shRNA,24104479,COAD,0
KRAS,RAMP2,mut,shRNA,24104479,COAD,0
KRAS,SNIP1,mut,shRNA,24104479,COAD,0
KRAS,RIN1,mut,shRNA,24104479,COAD,0
KRAS,OSR2,mut,shRNA,24104479,COAD,0
KRAS,NLRP5,mut,shRNA,24104479,COAD,0
KRAS,ZNF17,mut,shRNA,24104479,COAD,0
KRAS,TFDP3,mut,shRNA,24104479,COAD,0
KRAS,APEX2,mut,shRNA,24104479,COAD,0
KRAS,ZNF132,mut,shRNA,24104479,COAD,0
KRAS,IGSF11,mut,shRNA,24104479,COAD,0
KRAS,VSX1,mut,shRNA,24104479,COAD,0
KRAS,THEM5,mut,shRNA,24104479,COAD,0
KRAS,ARL13B,mut,shRNA,24104479,COAD,0
KRAS,TNC,mut,shRNA,24104479,COAD,0
KRAS,ZSCAN22,mut,shRNA,24104479,COAD,0
KRAS,DUSP27,mut,shRNA,24104479,COAD,0
KRAS,TMEM87B,mut,shRNA,24104479,COAD,0
KRAS,FOLH1B,mut,shRNA,24104479,COAD,0
KRAS,CTAGE6,mut,shRNA,24104479,COAD,0
KRAS,TCP10L2,mut,shRNA,24104479,COAD,0
KRAS,C11orf64,mut,shRNA,24104479,COAD,0
KRAS,DVL2,mut,shRNA,24104479,COAD,0
KRAS,FZD2,mut,shRNA,24104479,COAD,0
KRAS,TXNDC6,mut,shRNA,24104479,COAD,0
KRAS,CD40LG,mut,shRNA,24104479,COAD,0
KRAS,HBP1,mut,shRNA,24104479,COAD,0
KRAS,RAB6B,mut,shRNA,24104479,COAD,0
KRAS,RTN4IP1,mut,shRNA,24104479,COAD,0
KRAS,ZNF408,mut,shRNA,24104479,COAD,0
KRAS,EXOC1,mut,shRNA,24104479,COAD,1
KRAS,IL24,mut,shRNA,24104479,COAD,0
KRAS,GUCA1A,mut,shRNA,24104479,COAD,0
KRAS,PSG3,mut,shRNA,24104479,COAD,0
KRAS,NT5C,mut,shRNA,24104479,COAD,0
KRAS,STAM2,mut,shRNA,24104479,COAD,0
KRAS,SFTPC,mut,shRNA,24104479,COAD,0
KRAS,ZBTB22,mut,shRNA,24104479,COAD,0
KRAS,ZNF529,mut,shRNA,24104479,COAD,0
KRAS,GRIN1,mut,shRNA,24104479,COAD,0
KRAS,WDR35,mut,shRNA,24104479,COAD,0
KRAS,AP1S2,mut,shRNA,24104479,COAD,0
KRAS,PTK7,mut,shRNA,24104479,COAD,0
KRAS,ACVR1,mut,shRNA,24104479,COAD,0
KRAS,ACBD6,mut,shRNA,24104479,COAD,0
KRAS,ERAL1,mut,shRNA,24104479,COAD,0
KRAS,ATIC,mut,shRNA,24104479,COAD,0
KRAS,ITSN2,mut,shRNA,24104479,COAD,0
KRAS,CECR1,mut,shRNA,24104479,COAD,0
KRAS,RGMB,mut,shRNA,24104479,COAD,0
KRAS,NECAP1,mut,shRNA,24104479,COAD,0
KRAS,BCL7B,mut,shRNA,24104479,COAD,0
KRAS,NLGN2,mut,shRNA,24104479,COAD,0
KRAS,HORMAD2,mut,shRNA,24104479,COAD,0
KRAS,ZNF710,mut,shRNA,24104479,COAD,0
KRAS,MRPL44,mut,shRNA,24104479,COAD,0
KRAS,RAC3,mut,shRNA,24104479,COAD,0
KRAS,RPAIN,mut,shRNA,24104479,COAD,0
KRAS,TAF4,mut,shRNA,24104479,COAD,0
KRAS,NGFR,mut,shRNA,24104479,COAD,0
KRAS,EEF2K,mut,shRNA,24104479,COAD,0
KRAS,LARP7,mut,shRNA,24104479,COAD,0
KRAS,IGF2BP2,mut,shRNA,24104479,COAD,0
KRAS,TTLL11,mut,shRNA,24104479,COAD,0
KRAS,MSI2,mut,shRNA,24104479,COAD,0
KRAS,ENPP6,mut,shRNA,24104479,COAD,0
KRAS,GRRP1,mut,shRNA,24104479,COAD,0
KRAS,CDR2,mut,shRNA,24104479,COAD,1
KRAS,CYB5A,mut,shRNA,24104479,COAD,0
KRAS,PNN,mut,shRNA,24104479,COAD,0
KRAS,PAX1,mut,shRNA,24104479,COAD,0
KRAS,HSF4,mut,shRNA,24104479,COAD,0
KRAS,CRYGB,mut,shRNA,24104479,COAD,0
KRAS,VAX1,mut,shRNA,24104479,COAD,0
KRAS,ARFRP1,mut,shRNA,24104479,COAD,0
KRAS,RPS6KB2,mut,shRNA,24104479,COAD,0
KRAS,CPT1C,mut,shRNA,24104479,COAD,0
KRAS,SMAD2,mut,shRNA,24104479,COAD,0
KRAS,RAG2,mut,shRNA,24104479,COAD,0
KRAS,RASA2,mut,shRNA,24104479,COAD,0
KRAS,GMIP,mut,shRNA,24104479,COAD,0
KRAS,STXBP2,mut,shRNA,24104479,COAD,0
KRAS,ZP1,mut,shRNA,24104479,COAD,0
KRAS,PTHLH,mut,shRNA,24104479,COAD,0
KRAS,GPR172A,mut,shRNA,24104479,COAD,0
KRAS,PTMS,mut,shRNA,24104479,COAD,0
KRAS,GCET2,mut,shRNA,24104479,COAD,0
KRAS,ADRB2,mut,shRNA,24104479,COAD,0
KRAS,SYNM,mut,shRNA,24104479,COAD,0
KRAS,RNASE9,mut,shRNA,24104479,COAD,0
KRAS,UBE2W,mut,shRNA,24104479,COAD,0
KRAS,BUB3,mut,shRNA,24104479,COAD,0
KRAS,PCDHGA8,mut,shRNA,24104479,COAD,0
KRAS,HHLA2,mut,shRNA,24104479,COAD,0
KRAS,MCPH1,mut,shRNA,24104479,COAD,0
KRAS,C15orf54,mut,shRNA,24104479,COAD,0
KRAS,BNIP3L,mut,shRNA,24104479,COAD,0
KRAS,AGPHD1,mut,shRNA,24104479,COAD,0
KRAS,LEO1,mut,shRNA,24104479,COAD,0
KRAS,IFNGR2,mut,shRNA,24104479,COAD,0
KRAS,ARFIP2,mut,shRNA,24104479,COAD,0
KRAS,TNFAIP6,mut,shRNA,24104479,COAD,0
KRAS,HSF5,mut,shRNA,24104479,COAD,0
KRAS,CDCA7L,mut,shRNA,24104479,COAD,0
KRAS,SUN5,mut,shRNA,24104479,COAD,0
KRAS,MC3R,mut,shRNA,24104479,COAD,0
KRAS,FTH1,mut,shRNA,24104479,COAD,0
KRAS,CYP8B1,mut,shRNA,24104479,COAD,0
KRAS,CCDC77,mut,shRNA,24104479,COAD,0
KRAS,FGA,mut,shRNA,24104479,COAD,0
KRAS,LMNB2,mut,shRNA,24104479,COAD,0
KRAS,LRRC8D,mut,shRNA,24104479,COAD,0
KRAS,ALKBH8,mut,shRNA,24104479,COAD,0
KRAS,ZNF25,mut,shRNA,24104479,COAD,0
KRAS,PCDHGA10,mut,shRNA,24104479,COAD,0
KRAS,ATG12,mut,shRNA,24104479,COAD,0
KRAS,FYN,mut,shRNA,24104479,COAD,0
KRAS,ODAM,mut,shRNA,24104479,COAD,0
KRAS,RAP1GDS1,mut,shRNA,24104479,COAD,0
KRAS,PLN,mut,shRNA,24104479,COAD,0
KRAS,OR51E2,mut,shRNA,24104479,COAD,0
KRAS,PIWIL1,mut,shRNA,24104479,COAD,0
KRAS,PGM2,mut,shRNA,24104479,COAD,0
KRAS,PMP22,mut,shRNA,24104479,COAD,0
KRAS,TNFRSF10A,mut,shRNA,24104479,COAD,0
KRAS,STAB2,mut,shRNA,24104479,COAD,0
